FilmID,PersonID
37743,9780330397800
13326831,9780547959110
13829,9780375814690
9615347,9781596437140
402014,9780060288140
13618440,9780316134070
77394,9780553213190
71865,9780439829110
18140047,9780374346680
6686101,9780061449120
224500,9780142406120
104379,9780670061100
18879761,9780451471480
17383994,9780062278780
13436373,9780545327000
13522285,9780062217130
12476820,9780062071040
3047850,9780061566080
3047851,9780061566170
